AMC,schemeCode,schemeCategory,schemeSubCategory,schemeName,Plan,Option
HSBC Asset Management (India) Private Ltd.,152830,Equity Scheme,Sectoral/ Thematic,HSBC India Export Opportunities Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,152832,Equity Scheme,Sectoral/ Thematic,HSBC India Export Opportunities Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151040,Equity Scheme,Sectoral/ Thematic,HSBC Infrastructure Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151039,Equity Scheme,Sectoral/ Thematic,HSBC Infrastructure Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151037,Equity Scheme,Sectoral/ Thematic,HSBC Infrastructure Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151038,Equity Scheme,Sectoral/ Thematic,HSBC Infrastructure Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,146772,Equity Scheme,Large & Mid Cap Fund,HSBC Large & Mid Cap Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,146770,Equity Scheme,Large & Mid Cap Fund,HSBC Large & Mid Cap Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,146771,Equity Scheme,Large & Mid Cap Fund,HSBC Large & Mid Cap Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,146769,Equity Scheme,Large & Mid Cap Fund,HSBC Large & Mid Cap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,120030,Equity Scheme,Large Cap Fund,HSBC Large Cap Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,120029,Equity Scheme,Large Cap Fund,HSBC Large Cap Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,101594,Equity Scheme,Large Cap Fund,HSBC Large Cap Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,101593,Equity Scheme,Large Cap Fund,HSBC Large Cap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,120038,Debt Scheme,Liquid Fund,HSBC Liquid Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151117,Debt Scheme,Low Duration Fund,HSBC Low Duration Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151114,Debt Scheme,Low Duration Fund,HSBC Low Duration Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151146,Debt Scheme,Medium Duration Fund,HSBC Medium Duration Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151149,Debt Scheme,Medium Duration Fund,HSBC Medium Duration Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,120059,Debt Scheme,Medium to Long Duration Fund,HSBC Medium to Long Duration Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,120101,Debt Scheme,Medium to Long Duration Fund,HSBC Medium to Long Duration Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,101685,Debt Scheme,Medium to Long Duration Fund,HSBC Medium to Long Duration Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151036,Equity Scheme,Mid Cap Fund,HSBC Midcap Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151035,Equity Scheme,Mid Cap Fund,HSBC Midcap Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151034,Equity Scheme,Mid Cap Fund,HSBC Midcap Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151033,Equity Scheme,Mid Cap Fund,HSBC Midcap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151054,Debt Scheme,Money Market Fund,HSBC Money Market Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151048,Debt Scheme,Money Market Fund,HSBC Money Market Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,129193,Other Scheme,FoF Domestic,HSBC Multi Asset Active FOF (erstwhile HSBC Managed Solutions India - Moderate Fund) - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,129194,Other Scheme,FoF Domestic,HSBC Multi Asset Active FOF (erstwhile HSBC Managed Solutions India - Moderate Fund) - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,129191,Other Scheme,FoF Domestic,HSBC Multi Asset Active FOF (erstwhile HSBC Managed Solutions India - Moderate Fund) - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,129192,Other Scheme,FoF Domestic,HSBC Multi Asset Active FOF (erstwhile HSBC Managed Solutions India - Moderate Fund) - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,152380,Hybrid Scheme,Multi Asset Allocation,HSBC Multi Asset Allocation Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,152381,Hybrid Scheme,Multi Asset Allocation,HSBC Multi Asset Allocation Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,152378,Hybrid Scheme,Multi Asset Allocation,HSBC Multi Asset Allocation Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,152379,Hybrid Scheme,Multi Asset Allocation,HSBC Multi Asset Allocation Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151290,Equity Scheme,Multi Cap Fund,HSBC Multi Cap Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151291,Equity Scheme,Multi Cap Fund,HSBC Multi Cap Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151289,Equity Scheme,Multi Cap Fund,HSBC Multi Cap Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151292,Equity Scheme,Multi Cap Fund,HSBC Multi Cap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151157,Other Scheme,Index Funds,HSBC NIFTY 50 Index Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151156,Other Scheme,Index Funds,HSBC NIFTY 50 Index Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151158,Other Scheme,Index Funds,HSBC NIFTY 50 Index Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151159,Other Scheme,Index Funds,HSBC NIFTY 50 Index Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,151160,Other Scheme,Index Funds,HSBC NIFTY NEXT 50 Index Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151163,Other Scheme,Index Funds,HSBC NIFTY NEXT 50 Index Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151162,Other Scheme,Index Funds,HSBC NIFTY NEXT 50 Index Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151161,Other Scheme,Index Funds,HSBC NIFTY NEXT 50 Index Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,147287,Debt Scheme,Overnight Fund,HSBC Overnight Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,147290,Debt Scheme,Overnight Fund,HSBC Overnight Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151067,Debt Scheme,Short Duration Fund,HSBC Short Duration Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151065,Debt Scheme,Short Duration Fund,HSBC Short Duration Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151130,Equity Scheme,Small Cap Fund,HSBC Small Cap Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151132,Equity Scheme,Small Cap Fund,HSBC Small Cap Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151133,Equity Scheme,Small Cap Fund,HSBC Small Cap Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151131,Equity Scheme,Small Cap Fund,HSBC Small Cap Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,120079,Equity Scheme,ELSS,HSBC Tax Saver Equity Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,120078,Equity Scheme,ELSS,HSBC Tax Saver Equity Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,104707,Equity Scheme,ELSS,HSBC Tax Saver Equity Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,104706,Equity Scheme,ELSS,HSBC Tax Saver Equity Fund - Regular IDCW,Regular,IDCW
HSBC Asset Management (India) Private Ltd.,147908,Debt Scheme,Ultra Short Duration Fund,HSBC Ultra Short Duration Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,147907,Debt Scheme,Ultra Short Duration Fund,HSBC Ultra Short Duration Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151113,Equity Scheme,Value Fund,HSBC Value Fund - Direct Growth,Direct,Growth
HSBC Asset Management (India) Private Ltd.,151112,Equity Scheme,Value Fund,HSBC Value Fund - Direct IDCW,Direct,IDCW
HSBC Asset Management (India) Private Ltd.,151110,Equity Scheme,Value Fund,HSBC Value Fund - Regular Growth,Regular,Growth
HSBC Asset Management (India) Private Ltd.,151111,Equity Scheme,Value Fund,HSBC Value Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,153684,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Active Momentum Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,153685,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Active Momentum Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,120603,Debt Scheme,Dynamic Bond,ICICI Prudential All Seasons Bond Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,120679,Other Scheme,FoF Domestic,ICICI Prudential Asset Allocator Fund (FOF) - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,120680,Other Scheme,FoF Domestic,ICICI Prudential Asset Allocator Fund (FOF) - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,102138,Other Scheme,FoF Domestic,ICICI Prudential Asset Allocator Fund (FOF) - Dividend - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,102137,Other Scheme,FoF Domestic,ICICI Prudential Asset Allocator Fund (FOF) - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,120377,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,ICICI Prudential Balanced Advantage Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,104685,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,ICICI Prudential Balanced Advantage Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,120244,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Banking & Financial Services Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,120245,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Banking & Financial Services Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,109445,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Banking & Financial Services Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,109446,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Banking & Financial Services Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,120256,Debt Scheme,Banking and PSU Fund,ICICI Prudential Banking & PSU Debt Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,146951,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Bharat Consumption Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,146949,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Bharat Consumption Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,146950,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Bharat Consumption Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,146952,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Bharat Consumption Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,120310,Hybrid Scheme,Arbitrage Fund,ICICI Prudential Blended Plan A - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,120311,Hybrid Scheme,Arbitrage Fund,ICICI Prudential Blended Plan A - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,103027,Hybrid Scheme,Arbitrage Fund,ICICI Prudential Blended Plan A - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,103028,Hybrid Scheme,Arbitrage Fund,ICICI Prudential Blended Plan A - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,120619,Debt Scheme,Medium to Long Duration Fund,ICICI Prudential Bond Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,149331,Other Scheme,FoF Domestic,ICICI Prudential BSE 500 ETF FOF - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,149333,Other Scheme,FoF Domestic,ICICI Prudential BSE 500 ETF FOF - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,149334,Other Scheme,FoF Domestic,ICICI Prudential BSE 500 ETF FOF - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,149332,Other Scheme,FoF Domestic,ICICI Prudential BSE 500 ETF FOF - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,153378,Other Scheme,Other  ETFs,ICICI Prudential BSE Liquid Rate ETF - Growth - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,144947,Other Scheme,Other  ETFs,ICICI Prudential BSE Liquid Rate ETF - IDCW - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,141842,Other Scheme,Index Funds,ICICI Prudential BSE Sensex Index Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,141840,Other Scheme,Index Funds,ICICI Prudential BSE Sensex Index Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,148651,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Business Cycle Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,148652,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Business Cycle Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,148653,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Business Cycle Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,148654,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Business Cycle Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,147662,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Commodities Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,147664,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Commodities Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,147661,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Commodities Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,147663,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Commodities Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,153867,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Conglomerate Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,153866,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Conglomerate Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,153865,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Conglomerate Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,153864,Equity Scheme,Sectoral/ Thematic,ICICI Prudential Conglomerate Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,131061,Debt Scheme,Gilt Fund with 10 year constant duration,ICICI Prudential Constant Maturity Gilt Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,131051,Debt Scheme,Gilt Fund with 10 year constant duration,ICICI Prudential Constant Maturity Gilt Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,120692,Debt Scheme,Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,120711,Debt Scheme,Credit Risk Fund,ICICI Prudential Credit Risk Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,114239,Debt Scheme,Credit Risk Fund,ICICI Prudential Credit Risk Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,153236,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,153237,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,153234,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,153235,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,153411,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,153410,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct IDCW,Direct,IDCW
ICICI Prudential Asset Management Company Limited,153409,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth,Regular,Growth
ICICI Prudential Asset Management Company Limited,153412,Other Scheme,Index Funds,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular IDCW,Regular,IDCW
ICICI Prudential Asset Management Company Limited,120702,Other Scheme,FoF Domestic,ICICI Prudential Debt Management Fund (FOF) - Direct Growth,Direct,Growth
ICICI Prudential Asset Management Company Limited,120703,Other Scheme,FoF Domestic,ICICI Prudential Debt Management Fund (FOF) - Direct IDCW,Direct,IDCW
